Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
30 Mar 2024 02:11:00.000,94.726,35.321,902.188645
19 Mar 2024 11:08:00.000,99.027,41.949,802.547942
06 Mar 2024 16:43:00.000,289.789,7.886,1999.988979
17 Mar 2024 11:09:00.000,292.363,13.635,1621.230907
28 Mar 2024 08:56:00.000,260.091,18.838,1363.884020
26 Mar 2024 10:43:00.000,243.269,10.301,1820.473463
04 Mar 2024 15:14:00.000,49.881,34.448,921.142332
07 Mar 2024 16:48:00.000,121.889,15.397,1520.057884
21 Mar 2024 06:03:00.000,74.010,7.880,1999.975359
28 Mar 2024 08:55:00.000,270.713,12.816,1664.892599
30 Mar 2024 03:50:00.000,313.526,51.454,700.442733
13 Mar 2024 08:03:00.000,150.427,17.741,1408.608202
21 Mar 2024 04:19:00.000,117.999,10.653,1795.572992
31 Mar 2024 02:05:00.000,232.192,35.632,895.336026
21 Mar 2024 05:57:00.000,185.398,50.647,706.722924
25 Mar 2024 09:07:00.000,261.866,60.118,639.749560
28 Mar 2024 05:41:00.000,73.420,13.955,1601.416842
14 Mar 2024 11:23:00.000,52.051,33.637,937.310382
27 Mar 2024 07:18:00.000,296.006,21.943,1246.064600
08 Mar 2024 09:55:00.000,182.717,7.749,1999.988355
24 Mar 2024 09:15:00.000,110.160,9.372,1885.565411
27 Mar 2024 04:02:00.000,72.264,25.615,1126.738127
14 Mar 2024 13:00:00.000,299.685,35.771,897.554661
01 Mar 2024 17:00:00.000,305.530,32.533,958.247363
14 Mar 2024 09:38:00.000,251.620,22.196,1235.516880
31 Mar 2024 03:43:00.000,274.842,7.820,1999.999846
07 Mar 2024 15:04:00.000,31.041,49.777,716.728470
29 Mar 2024 07:19:00.000,114.408,9.294,1889.827755
16 Mar 2024 14:33:00.000,266.001,7.851,1999.987686
02 Mar 2024 17:01:00.000,72.296,22.344,1231.075539
03 Mar 2024 18:35:00.000,272.255,34.910,910.696038
02 Mar 2024 20:16:00.000,269.803,7.826,1999.992163
30 Mar 2024 05:28:00.000,291.728,13.564,1622.559059
24 Mar 2024 05:52:00.000,67.351,15.693,1510.882920
03 Mar 2024 13:36:00.000,93.027,36.220,888.449886
12 Mar 2024 09:51:00.000,74.141,8.534,1951.503358
29 Mar 2024 05:35:00.000,27.914,47.857,734.617078
09 Mar 2024 16:39:00.000,188.729,36.370,883.551226
03 Mar 2024 13:33:00.000,215.174,34.141,924.512115
23 Mar 2024 05:51:00.000,255.513,63.193,622.776826
12 Mar 2024 09:42:00.000,232.085,7.790,1999.991563
27 Mar 2024 02:18:00.000,157.322,19.904,1315.138418
29 Mar 2024 07:15:00.000,134.498,73.369,583.982573
09 Mar 2024 09:55:00.000,158.915,20.520,1294.325800
18 Mar 2024 06:04:00.000,197.023,7.731,1999.986367
02 Mar 2024 13:33:00.000,222.097,7.778,1999.980865
15 Mar 2024 07:57:00.000,125.816,32.636,954.440470
06 Mar 2024 15:07:00.000,25.418,47.390,740.061030
08 Mar 2024 15:03:00.000,82.833,23.480,1193.039826
26 Mar 2024 05:47:00.000,71.177,8.532,1950.681765
16 Mar 2024 11:15:00.000,336.681,48.213,732.255604
07 Mar 2024 18:24:00.000,225.366,16.740,1453.526346
31 Mar 2024 00:29:00.000,101.360,10.805,1785.392910
11 Mar 2024 11:27:00.000,268.444,21.872,1248.236381
31 Mar 2024 07:08:00.000,232.370,44.898,764.849976
14 Mar 2024 09:42:00.000,66.918,42.695,793.736403
09 Mar 2024 16:43:00.000,140.372,7.747,1999.991352
29 Mar 2024 08:59:00.000,167.116,9.658,1860.014313
16 Mar 2024 11:13:00.000,296.833,21.460,1264.834385
11 Mar 2024 11:34:00.000,69.271,9.137,1907.891347
15 Mar 2024 09:33:00.000,258.652,7.835,1999.990760
25 Mar 2024 09:09:00.000,129.739,40.796,817.066747
14 Mar 2024 11:26:00.000,75.751,8.267,1971.108697
11 Mar 2024 11:31:00.000,52.854,39.478,838.116726
27 Mar 2024 07:23:00.000,91.092,24.599,1157.150989
05 Mar 2024 11:51:00.000,92.604,12.663,1674.614117
30 Mar 2024 02:09:00.000,184.316,49.797,713.134200
31 Mar 2024 03:52:00.000,72.237,8.451,1955.346721
25 Mar 2024 10:47:00.000,243.216,15.137,1535.248490
18 Mar 2024 06:05:00.000,188.190,12.087,1701.436493
23 Mar 2024 07:31:00.000,302.546,32.428,960.605154
08 Mar 2024 18:24:00.000,190.584,7.717,1999.985226
06 Mar 2024 15:10:00.000,76.128,14.107,1593.059463
04 Mar 2024 11:48:00.000,181.154,11.695,1726.992545
22 Mar 2024 05:55:00.000,111.341,67.867,602.285881
24 Mar 2024 10:51:00.000,214.371,24.541,1156.767210
02 Mar 2024 15:16:00.000,276.673,35.106,908.218858
22 Mar 2024 07:33:00.000,284.629,21.421,1264.500320
18 Mar 2024 12:50:00.000,225.662,38.417,851.874644
20 Mar 2024 12:44:00.000,211.373,20.445,1297.290583
03 Mar 2024 18:41:00.000,125.020,7.756,1999.980766
17 Mar 2024 11:15:00.000,82.398,23.538,1191.991333
18 Mar 2024 09:26:00.000,287.859,21.308,1269.539584
14 Mar 2024 11:18:00.000,284.310,13.499,1628.236749
12 Mar 2024 11:28:00.000,49.565,36.728,881.471678
26 Mar 2024 03:58:00.000,236.214,7.755,1999.991388
24 Mar 2024 07:29:00.000,335.498,46.352,750.892893
07 Mar 2024 16:49:00.000,120.334,9.026,1907.032028
05 Mar 2024 16:55:00.000,102.477,9.181,1898.143516
12 Mar 2024 16:29:00.000,220.088,14.163,1584.086567
